bodyId,class,type,instance,somaSide
80612,Kenyon_Cell,KCab-p,KCab-p_L,L
80614,Kenyon_Cell,KCg-m,KCg-m_R,R
80637,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
80663,Kenyon_Cell,KCg-m,KCg-m_L,L
80704,Kenyon_Cell,KCg-m,KCg-m_L,L
80708,Kenyon_Cell,KCg-m,KCg-m_L,L
80733,Kenyon_Cell,KCab-c,KCab-c_R,R
80735,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
80744,DAN,PAM01,PAM01(y5)_L,L
80747,Kenyon_Cell,KCab-s,KCab-s_L,L
80779,Kenyon_Cell,KCg-m,KCg-m_L,L
80814,Kenyon_Cell,KCab-m,KCab-m_L,L
80832,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
80905,Kenyon_Cell,KCg-d,KCg-d_L,L
80918,Kenyon_Cell,KCab-c,KCab-c_L,L
80924,Kenyon_Cell,KCg-d,KCg-d_L,L
80970,Kenyon_Cell,KCg-m,KCg-m_L,L
80978,Kenyon_Cell,KCab-m,KCab-m_R,R
81000,Kenyon_Cell,KCg-m,KCg-m_R,R
81001,Kenyon_Cell,KCg-m,KCg-m_L,L
81004,Kenyon_Cell,KCg-m,KCg-m_R,R
81005,Kenyon_Cell,KCg-m,KCg-m_R,R
81049,Kenyon_Cell,KCab-p,KCab-p_R,R
81053,Kenyon_Cell,KCab-m,KCab-m_R,R
81056,Kenyon_Cell,KCg-d,KCg-d_R,R
81093,Kenyon_Cell,KCg-m,KCg-m_L,L
81095,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
81129,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
81141,Kenyon_Cell,KCab-s,KCab-s_R,R
81143,Kenyon_Cell,KCg-m,KCg-m_L,L
81177,Kenyon_Cell,KCg-d,KCg-d_R,R
81187,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
81197,Kenyon_Cell,KCab-m,KCab-m_R,R
81202,Kenyon_Cell,KCab-s,KCab-s_R,R
81203,Kenyon_Cell,KCab-p,KCab-p_R,R
81207,Kenyon_Cell,KCab-s,KCab-s_R,R
81233,Kenyon_Cell,KCg-m,KCg-m_R,R
81239,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
81251,Kenyon_Cell,KCg-m,KCg-m_L,L
81273,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
81278,Kenyon_Cell,KCab-c,KCab-c_L,L
81338,Kenyon_Cell,KCg-m,KCg-m_L,L
81348,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
81349,Kenyon_Cell,KCg-m,KCg-m_L,L
81369,Kenyon_Cell,KCg-m,KCg-m_L,L
81374,Kenyon_Cell,KCg-m,KCg-m_L,L
81377,Kenyon_Cell,KCab-m,KCab-m_R,R
81385,Kenyon_Cell,KCg-m,KCg-m_L,L
81427,Kenyon_Cell,KCg-m,KCg-m_R,R
81453,Kenyon_Cell,KCab-c,KCab-c_R,R
81492,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
81502,Kenyon_Cell,KCg-m,KCg-m_L,L
81506,Kenyon_Cell,KCg-m,KCg-m_R,R
81563,Kenyon_Cell,KCg-m,KCg-m_R,R
81577,Kenyon_Cell,KCg-d,KCg-d_L,L
81589,Kenyon_Cell,KCab-m,KCab-m_L,L
81601,Kenyon_Cell,KCg-m,KCg-m_R,R
81606,Kenyon_Cell,KCg-m,KCg-m_R,R
81628,Kenyon_Cell,KCg-m,KCg-m_R,R
81630,Kenyon_Cell,KCg-m,KCg-m_L,L
81631,Kenyon_Cell,KCab-p,KCab-p_L,L
81645,Kenyon_Cell,KCab-c,KCab-c_L,L
81651,Kenyon_Cell,KCg-m,KCg-m_R,R
81656,Kenyon_Cell,KCg-d,KCg-d_R,R
81657,Kenyon_Cell,KCab-m,KCab-m_R,R
81671,Kenyon_Cell,KCg-m,KCg-m_L,L
81700,Kenyon_Cell,KCab-m,KCab-m_R,R
81740,Kenyon_Cell,KCg-m,KCg-m_L,L
81781,Kenyon_Cell,KCg-d,KCg-d_L,L
81820,Kenyon_Cell,KCg-m,KCg-m_R,R
81851,Kenyon_Cell,KCab-s,KCab-s_R,R
81885,Kenyon_Cell,KCab-p,KCab-p_R,R
81925,Kenyon_Cell,KCab-s,KCab-s_L,L
81934,Kenyon_Cell,KCab-c,KCab-c_R,R
81956,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
81967,Kenyon_Cell,KCg-m,KCg-m_R,R
81968,Kenyon_Cell,KCab-c,KCab-c_L,L
81976,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
81979,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
82025,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
82028,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
82062,Kenyon_Cell,KCab-m,KCab-m_R,R
82068,Kenyon_Cell,KCab-s,KCab-s_R,R
82118,Kenyon_Cell,KCg-m,KCg-m_R,R
82132,Kenyon_Cell,KCg-m,KCg-m_R,R
82161,Kenyon_Cell,KCg-m,KCg-m_R,R
82188,Kenyon_Cell,KCg-m,KCg-m_R,R
82192,Kenyon_Cell,KCg-m,KCg-m_L,L
82210,Kenyon_Cell,KCab-c,KCab-c_R,R
82225,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
82284,Kenyon_Cell,KCg-m,KCg-m_R,R
82292,Kenyon_Cell,KCg-m,KCg-m_L,L
82296,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
82315,Kenyon_Cell,KCab-c,KCab-c_R,R
82319,Kenyon_Cell,KCab-c,KCab-c_L,L
82358,Kenyon_Cell,KCab-s,KCab-s_R,R
82386,Kenyon_Cell,KCg-m,KCg-m_R,R
82399,Kenyon_Cell,KCg-m,KCg-m_L,L
82440,Kenyon_Cell,KCg-m,KCg-m_R,R
82460,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
82472,Kenyon_Cell,KCab-c,KCab-c_R,R
82474,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
82480,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
82538,Kenyon_Cell,KCab-m,KCab-m_R,R
82543,Kenyon_Cell,KCg-m,KCg-m_L,L
82570,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
82582,Kenyon_Cell,KCg-m,KCg-m_R,R
82594,Kenyon_Cell,KCab-s,KCab-s_L,L
82635,Kenyon_Cell,KCab-s,KCab-s_R,R
82646,Kenyon_Cell,KCg-m,KCg-m_L,L
82648,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
82652,Kenyon_Cell,KCab-m,KCab-m_R,R
82672,Kenyon_Cell,KCg-m,KCg-m_L,L
82673,Kenyon_Cell,KCab-s,KCab-s_R,R
82693,Kenyon_Cell,KCg-m,KCg-m_L,L
82728,Kenyon_Cell,KCg-d,KCg-d_L,L
82744,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
82761,Kenyon_Cell,KCg-m,KCg-m_L,L
82789,Kenyon_Cell,KCab-s,KCab-s_R,R
82798,Kenyon_Cell,KCab-s,KCab-s_R,R
82804,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
82895,Kenyon_Cell,KCg-m,KCg-m_R,R
82904,Kenyon_Cell,KCg-m,KCg-m_L,L
82906,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
82911,Kenyon_Cell,KCab-c,KCab-c_R,R
82939,Kenyon_Cell,KCg-m,KCg-m_R,R
82996,Kenyon_Cell,KCg-m,KCg-m_L,L
83052,Kenyon_Cell,KCab-p,KCab-p_R,R
83058,Kenyon_Cell,KCg-m,KCg-m_L,L
83072,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
83089,Kenyon_Cell,KCab-m,KCab-m_L,L
83091,Kenyon_Cell,KCab-m,KCab-m_L,L
83094,Kenyon_Cell,KCab-m,KCab-m_R,R
83095,Kenyon_Cell,KCab-m,KCab-m_L,L
83108,Kenyon_Cell,KCab-m,KCab-m_L,L
83121,Kenyon_Cell,KCab-c,KCab-c_L,L
83162,Kenyon_Cell,KCg-m,KCg-m_R,R
83166,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
83168,Kenyon_Cell,KCab-s,KCab-s_R,R
83181,Kenyon_Cell,KCab-s,KCab-s_R,R
83221,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
83270,Kenyon_Cell,KCg-m,KCg-m_L,L
83277,DAN,PAM01,PAM01(y5)_L,L
83278,Kenyon_Cell,KCab-m,KCab-m_R,R
83329,Kenyon_Cell,KCab-m,KCab-m_R,R
83341,Kenyon_Cell,KCg-m,KCg-m_R,R
83352,Kenyon_Cell,KCab-c,KCab-c_L,L
83360,Kenyon_Cell,KCg-m,KCg-m_R,R
83371,Kenyon_Cell,KCg-m,KCg-m_L,L
83392,Kenyon_Cell,KCab-m,KCab-m_R,R
83413,Kenyon_Cell,KCab-c,KCab-c_L,L
83418,Kenyon_Cell,KCab-c,KCab-c_R,R
83456,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
83481,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
83489,Kenyon_Cell,KCab-s,KCab-s_L,L
83494,Kenyon_Cell,KCg-m,KCg-m_R,R
83557,Kenyon_Cell,KCab-m,KCab-m_R,R
83563,Kenyon_Cell,KCab-c,KCab-c_R,R
83576,Kenyon_Cell,KCg-m,KCg-m_R,R
83584,Kenyon_Cell,KCg-d,KCg-d_R,R
83604,Kenyon_Cell,KCab-s,KCab-s_R,R
83608,Kenyon_Cell,KCg-m,KCg-m_R,R
83611,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
83612,Kenyon_Cell,KCab-c,KCab-c_R,R
83624,Kenyon_Cell,KCab-s,KCab-s_R,R
83632,Kenyon_Cell,KCab-c,KCab-c_R,R
83656,Kenyon_Cell,KCab-m,KCab-m_L,L
83678,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
83684,Kenyon_Cell,KCab-s,KCab-s_R,R
83691,Kenyon_Cell,KCg-m,KCg-m_L,L
83715,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
83737,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
83743,Kenyon_Cell,KCab-s,KCab-s_R,R
83777,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
83783,Kenyon_Cell,KCg-m,KCg-m_L,L
83807,Kenyon_Cell,KCab-c,KCab-c_R,R
83820,Kenyon_Cell,KCg-m,KCg-m_R,R
83833,Kenyon_Cell,KCg-m,KCg-m_R,R
83835,Kenyon_Cell,KCab-m,KCab-m_R,R
83852,DAN,PAM06,PAM06(B'2m)_R,R
83894,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
83914,Kenyon_Cell,KCab-c,KCab-c_L,L
83921,Kenyon_Cell,KCg-m,KCg-m_R,R
83924,Kenyon_Cell,KCab-p,KCab-p_R,R
83961,Kenyon_Cell,KCab-s,KCab-s_R,R
83965,Kenyon_Cell,KCg-m,KCg-m_L,L
83978,Kenyon_Cell,KCab-s,KCab-s_L,L
83989,Kenyon_Cell,KCab-s,KCab-s_L,L
84007,Kenyon_Cell,KCg-m,KCg-m_R,R
84011,Kenyon_Cell,KCg-d,KCg-d_R,R
84037,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
84131,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
84137,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
84241,Kenyon_Cell,KCab-c,KCab-c_L,L
84244,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
84247,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
84278,Kenyon_Cell,KCab-s,KCab-s_R,R
84295,Kenyon_Cell,KCab-s,KCab-s_R,R
84299,Kenyon_Cell,KCab-m,KCab-m_L,L
84319,Kenyon_Cell,KCg-m,KCg-m_L,L
84334,Kenyon_Cell,KCab-s,KCab-s_R,R
84335,Kenyon_Cell,KCab-m,KCab-m_L,L
84353,Kenyon_Cell,KCab-c,KCab-c_L,L
84400,Kenyon_Cell,KCg-m,KCg-m_L,L
84446,Kenyon_Cell,KCg-m,KCg-m_L,L
84472,Kenyon_Cell,KCab-p,KCab-p_L,L
84485,Kenyon_Cell,KCab-m,KCab-m_R,R
84498,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
84536,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
84598,Kenyon_Cell,KCab-m,KCab-m_L,L
84602,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
84628,Kenyon_Cell,KCg-d,KCg-d_R,R
84638,Kenyon_Cell,KCab-m,KCab-m_R,R
84641,Kenyon_Cell,KCab-s,KCab-s_R,R
84657,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
84664,Kenyon_Cell,KCg-m,KCg-m_R,R
84765,Kenyon_Cell,KCab-s,KCab-s_R,R
84777,Kenyon_Cell,KCab-s,KCab-s_R,R
84811,Kenyon_Cell,KCab-s,KCab-s_R,R
84822,Kenyon_Cell,KCab-s,KCab-s_L,L
84884,Kenyon_Cell,KCg-m,KCg-m_L,L
84902,Kenyon_Cell,KCab-c,KCab-c_R,R
84926,Kenyon_Cell,KCg-m,KCg-m_L,L
84929,Kenyon_Cell,KCab-m,KCab-m_R,R
84932,Kenyon_Cell,KCg-m,KCg-m_L,L
84941,Kenyon_Cell,KCab-m,KCab-m_R,R
84972,Kenyon_Cell,KCg-m,KCg-m_R,R
84974,Kenyon_Cell,KCab-m,KCab-m_R,R
84987,Kenyon_Cell,KCg-m,KCg-m_L,L
84989,Kenyon_Cell,KCg-m,KCg-m_L,L
84991,Kenyon_Cell,KCab-s,KCab-s_R,R
85012,Kenyon_Cell,KCab-c,KCab-c_R,R
85017,Kenyon_Cell,KCab-c,KCab-c_R,R
85033,Kenyon_Cell,KCab-p,KCab-p_R,R
85054,Kenyon_Cell,KCab-m,KCab-m_R,R
85091,Kenyon_Cell,KCg-m,KCg-m_L,L
85110,Kenyon_Cell,KCab-s,KCab-s_R,R
85121,Kenyon_Cell,KCg-m,KCg-m_L,L
85137,Kenyon_Cell,KCg-m,KCg-m_R,R
85141,Kenyon_Cell,KCg-m,KCg-m_R,R
85213,Kenyon_Cell,KCg-d,KCg-d_L,L
85216,Kenyon_Cell,KCg-m,KCg-m_L,L
85242,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
85257,Kenyon_Cell,KCab-s,KCab-s_R,R
85321,Kenyon_Cell,KCab-s,KCab-s_R,R
85325,Kenyon_Cell,KCg-m,KCg-m_L,L
85340,Kenyon_Cell,KCg-m,KCg-m_L,L
85342,Kenyon_Cell,KCab-s,KCab-s_R,R
85349,Kenyon_Cell,KCg-d,KCg-d_R,R
85368,Kenyon_Cell,KCg-d,KCg-d_L,L
85377,Kenyon_Cell,KCab-m,KCab-m_R,R
85389,Kenyon_Cell,KCab-c,KCab-c_R,R
85391,Kenyon_Cell,KCab-s,KCab-s_R,R
85403,Kenyon_Cell,KCab-m,KCab-m_L,L
85428,Kenyon_Cell,KCab-p,KCab-p_L,L
85442,Kenyon_Cell,KCab-m,KCab-m_R,R
85452,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
85482,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
85512,Kenyon_Cell,KCg-m,KCg-m_L,L
85516,Kenyon_Cell,KCg-m,KCg-m_R,R
85522,Kenyon_Cell,KCab-s,KCab-s_R,R
85531,Kenyon_Cell,KCab-s,KCab-s_R,R
85547,Kenyon_Cell,KCg-m,KCg-m_L,L
85590,Kenyon_Cell,KCab-m,KCab-m_R,R
85665,Kenyon_Cell,KCg-m,KCg-m_L,L
85711,Kenyon_Cell,KCab-s,KCab-s_R,R
85750,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
85752,Kenyon_Cell,KCab-m,KCab-m_R,R
85805,Kenyon_Cell,KCg-m,KCg-m_L,L
85819,Kenyon_Cell,KCab-c,KCab-c_R,R
85846,Kenyon_Cell,KCab-m,KCab-m_L,L
85851,Kenyon_Cell,KCg-d,KCg-d_R,R
85900,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
85920,Kenyon_Cell,KCab-s,KCab-s_R,R
85923,Kenyon_Cell,KCg-d,KCg-d_R,R
85986,Kenyon_Cell,KCab-s,KCab-s_R,R
86020,Kenyon_Cell,KCg-m,KCg-m_L,L
86024,Kenyon_Cell,KCg-m,KCg-m_L,L
86028,Kenyon_Cell,KCg-m,KCg-m_L,L
86041,Kenyon_Cell,KCab-m,KCab-m_L,L
86066,DAN,PAM07,PAM07(y4<y1y2)_L,L
86072,Kenyon_Cell,KCab-s,KCab-s_R,R
86079,Kenyon_Cell,KCab-s,KCab-s_R,R
86137,Kenyon_Cell,KCg-m,KCg-m_R,R
86142,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
86153,Kenyon_Cell,KCab-c,KCab-c_R,R
86156,DAN,PAM08,PAM08(y4)_R,R
86168,Kenyon_Cell,KCab-s,KCab-s_R,R
86170,Kenyon_Cell,KCab-c,KCab-c_L,L
86180,Kenyon_Cell,KCab-m,KCab-m_R,R
86183,Kenyon_Cell,KCg-d,KCg-d_R,R
86209,Kenyon_Cell,KCg-m,KCg-m_L,L
86231,Kenyon_Cell,KCab-c,KCab-c_R,R
86306,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
86324,Kenyon_Cell,KCab-s,KCab-s_L,L
86349,Kenyon_Cell,KCab-m,KCab-m_L,L
86372,Kenyon_Cell,KCg-d,KCg-d_L,L
86395,Kenyon_Cell,KCg-m,KCg-m_L,L
86431,DAN,PAM07,PAM07(y4<y1y2)_L,L
86432,Kenyon_Cell,KCab-s,KCab-s_R,R
86437,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
86468,Kenyon_Cell,KCab-s,KCab-s_R,R
86528,Kenyon_Cell,KCab-m,KCab-m_R,R
86553,Kenyon_Cell,KCg-m,KCg-m_R,R
86554,Kenyon_Cell,KCab-c,KCab-c_R,R
86555,Kenyon_Cell,KCg-m,KCg-m_L,L
86583,Kenyon_Cell,KCg-m,KCg-m_L,L
86608,Kenyon_Cell,KCg-m,KCg-m_L,L
86610,Kenyon_Cell,KCg-m,KCg-m_L,L
86639,Kenyon_Cell,KCab-s,KCab-s_R,R
86670,Kenyon_Cell,KCab-m,KCab-m_R,R
86717,Kenyon_Cell,KCab-s,KCab-s_L,L
86751,Kenyon_Cell,KCg-m,KCg-m_R,R
86758,Kenyon_Cell,KCab-s,KCab-s_R,R
86768,Kenyon_Cell,KCab-s,KCab-s_R,R
86811,Kenyon_Cell,KCab-s,KCab-s_R,R
86814,Kenyon_Cell,KCg-m,KCg-m_R,R
86850,Kenyon_Cell,KCab-s,KCab-s_L,L
86876,Kenyon_Cell,KCg-m,KCg-m_R,R
86878,Kenyon_Cell,KCab-s,KCab-s_L,L
86899,Kenyon_Cell,KCab-s,KCab-s_L,L
86909,Kenyon_Cell,KCg-d,KCg-d_R,R
86940,Kenyon_Cell,KCg-d,KCg-d_L,L
86967,Kenyon_Cell,KCg-m,KCg-m_L,L
86970,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
86985,Kenyon_Cell,KCg-m,KCg-m_R,R
87052,Kenyon_Cell,KCg-m,KCg-m_L,L
87077,MBON,MBON25,MBON25(y1y2)_L,L
87103,Kenyon_Cell,KCg-m,KCg-m_L,L
87138,Kenyon_Cell,KCab-c,KCab-c_L,L
87155,Kenyon_Cell,KCg-m,KCg-m_R,R
87163,Kenyon_Cell,KCab-c,KCab-c_R,R
87177,DAN,PAM08,PAM08(y4)_L,L
87219,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
87232,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
87254,Kenyon_Cell,KCab-s,KCab-s_R,R
87261,Kenyon_Cell,KCab-s,KCab-s_R,R
87276,Kenyon_Cell,KCg-m,KCg-m_L,L
87281,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
87304,Kenyon_Cell,KCg-m,KCg-m_L,L
87308,Kenyon_Cell,KCg-m,KCg-m_L,L
87324,Kenyon_Cell,KCab-p,KCab-p_R,R
87334,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
87364,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
87382,Kenyon_Cell,KCg-m,KCg-m_R,R
87387,Kenyon_Cell,KCg-d,KCg-d_R,R
87437,Kenyon_Cell,KCg-m,KCg-m_R,R
87533,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
87576,Kenyon_Cell,KCab-s,KCab-s_R,R
87642,Kenyon_Cell,KCg-m,KCg-m_R,R
87660,Kenyon_Cell,KCg-m,KCg-m_R,R
87667,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
87697,Kenyon_Cell,KCg-m,KCg-m_L,L
87719,Kenyon_Cell,KCab-s,KCab-s_R,R
87728,Kenyon_Cell,KCab-s,KCab-s_R,R
87731,Kenyon_Cell,KCab-s,KCab-s_L,L
87732,Kenyon_Cell,KCab-c,KCab-c_L,L
87758,Kenyon_Cell,KCab-s,KCab-s_R,R
87759,Kenyon_Cell,KCg-m,KCg-m_R,R
87776,Kenyon_Cell,KCab-p,KCab-p_R,R
87784,Kenyon_Cell,KCab-s,KCab-s_R,R
87788,Kenyon_Cell,KCab-m,KCab-m_R,R
87844,Kenyon_Cell,KCg-m,KCg-m_R,R
87868,Kenyon_Cell,KCg-d,KCg-d_L,L
87946,Kenyon_Cell,KCab-s,KCab-s_R,R
88000,Kenyon_Cell,KCg-m,KCg-m_L,L
88023,Kenyon_Cell,KCab-m,KCab-m_R,R
88028,Kenyon_Cell,KCg-m,KCg-m_L,L
88046,Kenyon_Cell,KCab-c,KCab-c_L,L
88068,Kenyon_Cell,KCab-s,KCab-s_R,R
88108,Kenyon_Cell,KCg-m,KCg-m_L,L
88109,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
88132,Kenyon_Cell,KCg-m,KCg-m_L,L
88185,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_L,L
88192,Kenyon_Cell,KCab-c,KCab-c_R,R
88283,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
88290,Kenyon_Cell,KCg-m,KCg-m_R,R
88404,Kenyon_Cell,KCab-s,KCab-s_L,L
88407,Kenyon_Cell,KCab-s,KCab-s_R,R
88428,Kenyon_Cell,KCg-m,KCg-m_L,L
88476,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
88477,DAN,PAM01,PAM01(y5)_L,L
88554,Kenyon_Cell,KCab-m,KCab-m_L,L
88584,Kenyon_Cell,KCg-m,KCg-m_R,R
88588,Kenyon_Cell,KCab-m,KCab-m_R,R
88631,Kenyon_Cell,KCab-m,KCab-m_L,L
88653,Kenyon_Cell,KCab-s,KCab-s_R,R
88655,Kenyon_Cell,KCg-m,KCg-m_R,R
88703,Kenyon_Cell,KCg-m,KCg-m_R,R
88711,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
88775,Kenyon_Cell,KCab-s,KCab-s_R,R
88808,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
88822,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
88824,Kenyon_Cell,KCab-p,KCab-p_R,R
88834,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
88845,Kenyon_Cell,KCg-m,KCg-m_L,L
88869,Kenyon_Cell,KCg-m,KCg-m_L,L
88884,Kenyon_Cell,KCg-m,KCg-m_R,R
88899,Kenyon_Cell,KCab-p,KCab-p_R,R
88938,Kenyon_Cell,KCab-s,KCab-s_R,R
88980,Kenyon_Cell,KCab-m,KCab-m_L,L
89003,Kenyon_Cell,KCab-m,KCab-m_R,R
89041,Kenyon_Cell,KCg-m,KCg-m_L,L
89067,Kenyon_Cell,KCab-m,KCab-m_L,L
89071,Kenyon_Cell,KCab-s,KCab-s_L,L
89158,Kenyon_Cell,KCg-m,KCg-m_L,L
89170,Kenyon_Cell,KCab-s,KCab-s_R,R
89269,Kenyon_Cell,KCg-m,KCg-m_L,L
89323,Kenyon_Cell,KCab-s,KCab-s_L,L
89327,Kenyon_Cell,KCg-d,KCg-d_R,R
89338,Kenyon_Cell,KCab-m,KCab-m_L,L
89384,Kenyon_Cell,KCab-m,KCab-m_R,R
89419,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
89435,Kenyon_Cell,KCab-s,KCab-s_R,R
89442,Kenyon_Cell,KCg-m,KCg-m_L,L
89461,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
89471,Kenyon_Cell,KCg-m,KCg-m_R,R
89505,Kenyon_Cell,KCab-s,KCab-s_R,R
89530,Kenyon_Cell,KCa'b'-ap2,KCa'b'-ap2_R,R
89536,Kenyon_Cell,KCg-m,KCg-m_L,L
89552,Kenyon_Cell,KCab-c,KCab-c_R,R
89574,Kenyon_Cell,KCab-s,KCab-s_R,R
89617,Kenyon_Cell,KCab-c,KCab-c_L,L
89623,Kenyon_Cell,KCab-m,KCab-m_R,R
89658,Kenyon_Cell,KCab-s,KCab-s_R,R
89659,Kenyon_Cell,KCab-c,KCab-c_R,R
89707,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
89718,Kenyon_Cell,KCab-s,KCab-s_R,R
89719,Kenyon_Cell,KCab-m,KCab-m_R,R
89761,Kenyon_Cell,KCg-m,KCg-m_R,R
89782,Kenyon_Cell,KCg-m,KCg-m_L,L
89804,Kenyon_Cell,KCab-c,KCab-c_R,R
89834,Kenyon_Cell,KCab-m,KCab-m_R,R
89839,Kenyon_Cell,KCg-m,KCg-m_R,R
89841,Kenyon_Cell,KCg-m,KCg-m_R,R
89858,Kenyon_Cell,KCg-m,KCg-m_L,L
89862,Kenyon_Cell,KCab-s,KCab-s_R,R
90091,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
90098,Kenyon_Cell,KCab-s,KCab-s_R,R
90138,Kenyon_Cell,KCab-m,KCab-m_R,R
90139,Kenyon_Cell,KCab-c,KCab-c_L,L
90153,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_L,L
90181,Kenyon_Cell,KCab-s,KCab-s_R,R
90189,Kenyon_Cell,KCg-m,KCg-m_L,L
90266,Kenyon_Cell,KCab-m,KCab-m_R,R
90291,Kenyon_Cell,KCa'b'-m,KCa'b'-m_R,R
90296,Kenyon_Cell,KCg-m,KCg-m_L,L
90323,Kenyon_Cell,KCa'b'-ap1,KCa'b'-ap1_R,R
90352,Kenyon_Cell,KCab-s,KCab-s_R,R
90363,Kenyon_Cell,KCg-m,KCg-m_L,L
90367,Kenyon_Cell,KCg-m,KCg-m_R,R
90393,Kenyon_Cell,KCg-m,KCg-m_L,L
90403,Kenyon_Cell,KCab-s,KCab-s_R,R
90439,Kenyon_Cell,KCab-m,KCab-m_R,R
90459,Kenyon_Cell,KCab-c,KCab-c_R,R
90473,Kenyon_Cell,KCab-s,KCab-s_R,R
90525,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
90569,Kenyon_Cell,KCg-m,KCg-m_L,L
90614,Kenyon_Cell,KCa'b'-m,KCa'b'-m_L,L
90640,Kenyon_Cell,KCg-m,KCg-m_L,L
